index,provinceName,province_confirmedCount,province_curedCount,province_deadCount,updateTime
4965,江苏省,631,401,0,2020-02-22
4966,上海市,335,227,3,2020-02-22
4967,江西省,934,555,1,2020-02-22
4968,广西壮族自治区,249,104,2,2020-02-22
4969,云南省,174,107,2,2020-02-22
4970,钻石公主号邮轮,634,0,2,2020-02-22
4971,新加坡,85,37,0,2020-02-22
4972,泰国,35,17,0,2020-02-22
4973,德国,16,7,0,2020-02-22
4974,越南,16,14,0,2020-02-22
4975,辽宁省,121,66,1,2020-02-22
4976,北京市,399,178,4,2020-02-22
4977,贵州省,146,90,2,2020-02-22
4978,马来西亚,22,15,0,2020-02-22
4979,尼泊尔,1,1,0,2020-02-22
4980,斯里兰卡,1,1,0,2020-02-22
4981,西班牙,2,2,0,2020-02-22
4982,重庆市,572,316,6,2020-02-22
4983,湖南省,1011,661,4,2020-02-21
4984,甘肃省,91,76,2,2020-02-21
4985,新疆维吾尔自治区,76,24,1,2020-02-21
4986,河南省,1267,736,19,2020-02-21
4987,韩国,204,16,2,2020-02-21
4988,日本,105,22,1,2020-02-21
4989,伊朗,18,0,4,2020-02-21
4990,湖北省,62662,11881,2144,2020-02-21
4991,四川省,525,231,3,2020-02-21
4992,河北省,308,184,5,2020-02-21
4993,贵州省,146,77,2,2020-02-21
4994,天津市,132,62,3,2020-02-21
4995,黑龙江省,479,175,12,2020-02-21
4996,江苏省,631,373,0,2020-02-21
4997,广西壮族自治区,246,97,2,2020-02-21
4998,福建省,293,149,1,2020-02-21
4999,陕西省,245,134,1,2020-02-21
5000,澳大利亚,17,11,0,2020-02-21
5001,浙江省,1203,679,1,2020-02-21
5002,山东省,749,281,4,2020-02-21
5003,广东省,1333,690,5,2020-02-21
5004,安徽省,988,539,6,2020-02-21
5005,海南省,168,95,4,2020-02-21
5006,吉林省,91,45,1,2020-02-21
5007,新加坡,85,37,0,2020-02-21
5008,泰国,35,17,0,2020-02-21
5009,德国,16,7,0,2020-02-21
5010,越南,16,14,0,2020-02-21
5011,内蒙古自治区,75,17,0,2020-02-21
5012,台湾,26,2,1,2020-02-21
5013,宁夏回族自治区,71,48,0,2020-02-21
5014,云南省,174,96,2,2020-02-21
5015,上海市,334,211,2,2020-02-21
5016,钻石公主号邮轮,634,0,2,2020-02-21
5017,青海省,18,18,0,2020-02-21
5018,马来西亚,22,15,0,2020-02-21
5019,尼泊尔,1,1,0,2020-02-21
5020,斯里兰卡,1,1,0,2020-02-21
5021,西班牙,2,2,0,2020-02-21
5022,香港,68,5,2,2020-02-21
5023,辽宁省,121,61,1,2020-02-21
5024,江西省,934,489,1,2020-02-21
5025,北京市,396,169,4,2020-02-21
5026,重庆市,567,299,6,2020-02-21
5027,山西省,132,76,0,2020-02-21
5028,湖北省,62031,10521,2029,2020-02-20
5029,甘肃省,91,71,2,2020-02-20
5030,河南省,1265,637,19,2020-02-20
5031,新疆维吾尔自治区,76,22,1,2020-02-20
5032,天津市,131,59,3,2020-02-20
5033,江苏省,631,356,0,2020-02-20
5034,内蒙古自治区,75,16,0,2020-02-20
5035,福建省,293,126,1,2020-02-20
5036,钻石公主号邮轮,634,0,2,2020-02-20
5037,广东省,1332,642,5,2020-02-20
5038,浙江省,1175,633,1,2020-02-20
5039,湖南省,1010,634,4,2020-02-20
5040,山东省,546,254,4,2020-02-20
5041,河北省,307,169,5,2020-02-20
5042,韩国,104,16,1,2020-02-20
5043,伊朗,2,0,2,2020-02-20
5044,海南省,168,86,4,2020-02-20
5045,安徽省,987,474,6,2020-02-20
5046,四川省,520,217,3,2020-02-20
5047,陕西省,245,118,1,2020-02-20
5048,香港,67,6,2,2020-02-20
5049,黑龙江省,476,136,12,2020-02-20
5050,广西壮族自治区,245,90,2,2020-02-20
5051,贵州省,146,72,2,2020-02-20
5052,吉林省,91,43,1,2020-02-20
5053,山西省,131,73,0,2020-02-20
5054,辽宁省,121,59,1,2020-02-20
5055,上海市,334,199,2,2020-02-20
5056,云南省,173,79,1,2020-02-20
5057,江西省,934,433,1,2020-02-20
5058,宁夏回族自治区,71,44,0,2020-02-20
5059,日本,84,12,1,2020-02-20
5060,新加坡,84,34,0,2020-02-20
5061,马来西亚,22,15,0,2020-02-20
5062,尼泊尔,1,1,0,2020-02-20
5063,斯里兰卡,1,1,0,2020-02-20
5064,西班牙,2,2,0,2020-02-20
5065,台湾,24,2,1,2020-02-20
5066,澳门,10,6,0,2020-02-20
5067,北京市,395,153,4,2020-02-20
5068,泰国,35,15,0,2020-02-20
5069,德国,16,1,0,2020-02-20
5070,美国,15,3,0,2020-02-20
5071,越南,16,7,0,2020-02-20
5072,法国,12,4,1,2020-02-20
5073,加拿大,8,2,0,2020-02-20
5074,澳大利亚,15,10,0,2020-02-20
5075,阿联酋,9,4,0,2020-02-20
5076,英国,9,8,0,2020-02-20
5077,埃及,1,0,0,2020-02-20
5078,印度,3,3,0,2020-02-20
5079,俄罗斯,2,2,0,2020-02-20
5080,比利时,1,1,0,2020-02-20
5081,重庆市,560,274,5,2020-02-20
5082,日本,84,12,1,2020-02-19
5083,韩国,51,16,0,2020-02-19
5084,安徽省,986,413,6,2020-02-19
5085,湖北省,61682,9336,1921,2020-02-19
5086,四川省,514,188,3,2020-02-19
5087,甘肃省,91,65,2,2020-02-19
5088,河北省,306,152,4,2020-02-19
5089,山西省,131,63,0,2020-02-19
5090,天津市,130,54,3,2020-02-19
5091,新加坡,84,34,0,2020-02-19
5092,钻石公主号邮轮,621,0,0,2020-02-19
5093,河南省,1262,573,19,2020-02-19
5094,江苏省,631,318,0,2020-02-19
5095,香港,63,5,2,2020-02-19
5096,山东省,544,231,3,2020-02-19
5097,福建省,293,112,0,2020-02-19
5098,浙江省,1174,604,0,2020-02-19
5099,湖南省,1008,561,4,2020-02-19
5100,黑龙江省,470,120,12,2020-02-19
5101,内蒙古自治区,75,10,0,2020-02-19
5102,贵州省,146,70,2,2020-02-19
5103,广东省,1331,606,5,2020-02-19
5104,陕西省,242,102,0,2020-02-19
5105,马来西亚,22,15,0,2020-02-19
5106,尼泊尔,1,1,0,2020-02-19
5107,斯里兰卡,1,1,0,2020-02-19
5108,西班牙,2,2,0,2020-02-19
5109,海南省,163,84,4,2020-02-19
5110,广西壮族自治区,244,86,2,2020-02-19
5111,台湾,23,2,1,2020-02-19
5112,新疆维吾尔自治区,76,20,1,2020-02-19
5113,吉林省,90,37,1,2020-02-19
5114,云南省,173,60,1,2020-02-19
5115,泰国,35,15,0,2020-02-19
5116,上海市,333,186,2,2020-02-19
5117,青海省,18,16,0,2020-02-19
5118,北京市,393,147,4,2020-02-19
5119,宁夏回族自治区,71,42,0,2020-02-19
5120,辽宁省,121,55,1,2020-02-19
5121,江西省,934,362,1,2020-02-19
5122,法国,12,4,1,2020-02-19
5123,澳大利亚,15,10,0,2020-02-19
5124,阿联酋,9,4,0,2020-02-19
5125,英国,9,8,0,2020-02-19
5126,印度,3,3,0,2020-02-19
5127,比利时,1,1,0,2020-02-19
5128,重庆市,555,254,5,2020-02-19
5129,钻石公主号邮轮,542,0,0,2020-02-18
5130,日本,74,12,1,2020-02-18
5131,韩国,30,12,0,2020-02-18
5132,甘肃省,91,62,2,2020-02-18
5133,山西省,130,60,0,2020-02-18
5134,河南省,1257,522,19,2020-02-18
5135,陕西省,240,89,0,2020-02-18
5136,天津市,128,48,3,2020-02-18
5137,广东省,1328,565,4,2020-02-18
5138,安徽省,982,361,6,2020-02-18
5139,湖南省,1007,527,4,2020-02-18
5140,河北省,302,136,4,2020-02-18
5141,香港,62,2,1,2020-02-18
5142,贵州省,146,66,2,2020-02-18
5143,辽宁省,121,53,1,2020-02-18
5144,江苏省,629,280,0,2020-02-18
5145,四川省,508,169,3,2020-02-18
5146,广西壮族自治区,242,69,2,2020-02-18
5147,浙江省,1172,535,0,2020-02-18
5148,山东省,543,211,3,2020-02-18
5149,湖北省,59989,7943,1789,2020-02-18
5150,黑龙江省,464,111,11,2020-02-18
5151,海南省,163,79,4,2020-02-18
5152,宁夏回族自治区,70,42,0,2020-02-18
5153,上海市,333,177,1,2020-02-18
5154,泰国,35,15,0,2020-02-18
5155,福建省,292,93,0,2020-02-18
5156,云南省,172,57,0,2020-02-18
5157,重庆市,553,235,5,2020-02-18
5158,吉林省,89,36,1,2020-02-18
5159,青海省,18,15,0,2020-02-18
5160,新加坡,77,24,0,2020-02-18
5161,阿联酋,9,4,0,2020-02-18
5162,比利时,1,1,0,2020-02-18
5163,北京市,387,122,4,2020-02-18
5164,内蒙古自治区,73,8,0,2020-02-18
5165,江西省,933,310,1,2020-02-18
5166,新疆维吾尔自治区,76,12,1,2020-02-18
5167,马来西亚,22,7,0,2020-02-18
5168,法国,12,4,1,2020-02-18
5169,澳大利亚,15,10,0,2020-02-18
5170,英国,9,8,0,2020-02-18
5171,印度,3,3,0,2020-02-18
5172,台湾,22,2,1,2020-02-17
5173,泰国,35,14,0,2020-02-17
5174,河南省,1246,509,16,2020-02-17
5175,甘肃省,91,58,2,2020-02-17
5176,重庆市,552,214,5,2020-02-17
5177,新加坡,77,24,0,2020-02-17
5178,四川省,495,156,3,2020-02-17
5179,河北省,301,122,3,2020-02-17
5180,广东省,1322,524,4,2020-02-17
5181,天津市,125,46,3,2020-02-17
5182,湖北省,58182,6693,1696,2020-02-17
5183,湖南省,1006,498,3,2020-02-17
5184,陕西省,240,79,0,2020-02-17
5185,山西省,129,51,0,2020-02-17
5186,香港,58,2,1,2020-02-17
5187,浙江省,1171,507,0,2020-02-17
5188,辽宁省,121,43,1,2020-02-17
5189,贵州省,146,57,1,2020-02-17
5190,山东省,541,191,2,2020-02-17
5191,海南省,163,59,4,2020-02-17
5192,吉林省,89,34,1,2020-02-17
5193,宁夏回族自治区,70,35,0,2020-02-17
5194,钻石公主号邮轮,454,0,0,2020-02-17
5195,韩国,30,9,0,2020-02-17
5196,阿联酋,9,4,0,2020-02-17
5197,比利时,1,1,0,2020-02-17
5198,江苏省,626,258,0,2020-02-17
5199,福建省,290,90,0,2020-02-17
5200,广西壮族自治区,238,53,2,2020-02-17
5201,云南省,171,47,0,2020-02-17
5202,安徽省,973,280,6,2020-02-17
5203,日本,62,12,1,2020-02-17
5204,马来西亚,22,7,0,2020-02-17
5205,法国,12,4,1,2020-02-17
5206,加拿大,8,2,0,2020-02-17
5207,澳大利亚,15,10,0,2020-02-17
5208,英国,9,8,0,2020-02-17
5209,印度,3,3,0,2020-02-17
5210,黑龙江省,457,85,11,2020-02-17
5211,上海市,332,161,1,2020-02-17
5212,埃及,1,0,0,2020-02-17
5213,内蒙古自治区,72,8,0,2020-02-17
5214,新疆维吾尔自治区,75,12,1,2020-02-17
5215,江西省,930,275,1,2020-02-17
5216,北京市,381,114,4,2020-02-17
5217,德国,16,1,0,2020-02-17
5218,美国,15,3,0,2020-02-17
5219,越南,16,7,0,2020-02-17
5220,俄罗斯,2,2,0,2020-02-17
5221,钻石公主号邮轮,355,0,0,2020-02-16
5222,新加坡,72,18,0,2020-02-16
5223,日本,62,12,1,2020-02-16
5224,泰国,34,14,0,2020-02-16
5225,韩国,29,9,0,2020-02-16
5226,马来西亚,22,7,0,2020-02-16
5227,德国,16,1,0,2020-02-16
5228,美国,15,3,0,2020-02-16
5229,越南,16,7,0,2020-02-16
5230,法国,12,4,1,2020-02-16
5231,加拿大,8,2,0,2020-02-16
5232,澳大利亚,15,10,0,2020-02-16
5233,阿联酋,8,4,0,2020-02-16
5234,意大利,3,0,0,2020-02-16
5235,西班牙,2,0,0,2020-02-16
5236,尼泊尔,1,0,0,2020-02-16
5237,斯里兰卡,1,0,0,2020-02-16
5238,英国,9,8,0,2020-02-16
5239,瑞典,1,0,0,2020-02-16
5240,菲律宾,3,1,1,2020-02-16
5241,比利时,1,0,0,2020-02-16
5242,埃及,1,0,0,2020-02-16
5243,柬埔寨,1,1,0,2020-02-16
5244,芬兰,1,1,0,2020-02-16
5245,印度,3,3,0,2020-02-16
5246,俄罗斯,2,2,0,2020-02-16
5247,河南省,1231,440,13,2020-02-16
5248,黑龙江省,445,79,11,2020-02-16
5249,陕西省,236,71,0,2020-02-16
5250,甘肃省,90,54,2,2020-02-16
5251,山西省,128,49,0,2020-02-16
5252,湖南省,1004,464,3,2020-02-16
5253,天津市,124,45,3,2020-02-16
5254,广东省,1316,465,2,2020-02-16
5255,山东省,537,173,2,2020-02-16
5256,福建省,287,82,0,2020-02-16
5257,河北省,300,105,3,2020-02-16
5258,广西壮族自治区,237,49,2,2020-02-16
5259,海南省,162,52,4,2020-02-16
5260,辽宁省,121,40,1,2020-02-16
5261,澳门,10,5,0,2020-02-16
5262,湖北省,56249,5666,1596,2020-02-16
5263,台湾,20,2,1,2020-02-16
5264,江西省,925,240,1,2020-02-16
5265,四川省,481,131,3,2020-02-16
5266,北京市,380,108,4,2020-02-16
5267,吉林省,89,30,1,2020-02-16
5268,香港,57,2,1,2020-02-16
5269,云南省,171,42,0,2020-02-16
5270,浙江省,1167,456,0,2020-02-16
5271,江苏省,617,218,0,2020-02-16
5272,贵州省,144,46,1,2020-02-16
5273,安徽省,962,255,6,2020-02-16
5274,内蒙古自治区,70,8,0,2020-02-16
5275,新疆维吾尔自治区,71,12,1,2020-02-16
5276,重庆市,547,187,5,2020-02-16
5277,上海市,328,140,1,2020-02-16
5278,上海市,326,124,1,2020-02-15
5279,湖北省,54406,4821,1457,2020-02-15
5280,贵州省,143,41,1,2020-02-15
5281,广东省,1294,410,2,2020-02-15
5282,内蒙古自治区,68,7,0,2020-02-15
5283,新加坡,72,17,0,2020-02-15
5284,天津市,122,37,3,2020-02-15
5285,湖南省,1001,425,2,2020-02-15
5286,福建省,285,71,0,2020-02-15
5287,河北省,291,101,3,2020-02-15
5288,河南省,1212,391,13,2020-02-15
5289,安徽省,950,221,6,2020-02-15
5290,江苏省,604,186,0,2020-02-15
5291,陕西省,232,60,0,2020-02-15
5292,吉林省,88,26,1,2020-02-15
5293,甘肃省,90,49,2,2020-02-15
5294,重庆市,538,184,5,2020-02-15
5295,黑龙江省,425,68,11,2020-02-15
5296,浙江省,1162,428,0,2020-02-15
5297,山东省,532,156,2,2020-02-15
5298,海南省,162,39,4,2020-02-15
5299,日本,326,12,1,2020-02-15
5300,泰国,33,13,0,2020-02-15
5301,法国,11,0,1,2020-02-15
5302,越南,16,7,0,2020-02-15
5303,加拿大,8,2,0,2020-02-15
5304,阿联酋,8,3,0,2020-02-15
5305,埃及,1,0,0,2020-02-15
5306,俄罗斯,2,2,0,2020-02-15
5307,北京市,375,98,4,2020-02-15
5308,辽宁省,119,31,1,2020-02-15
5309,新疆维吾尔自治区,70,10,1,2020-02-15
5310,四川省,470,119,1,2020-02-15
5311,宁夏回族自治区,70,33,0,2020-02-15
5312,青海省,18,13,0,2020-02-15
5313,广西壮族自治区,235,44,2,2020-02-15
5314,云南省,168,42,0,2020-02-15
5315,山西省,127,42,0,2020-02-15
5316,美国,15,3,0,2020-02-15
5317,韩国,28,7,0,2020-02-15
5318,马来西亚,19,3,0,2020-02-15
5319,德国,16,1,0,2020-02-15
5320,澳大利亚,15,5,0,2020-02-15
5321,英国,9,0,0,2020-02-15
5322,印度,3,0,0,2020-02-15
5323,意大利,3,0,0,2020-02-15
5324,西班牙,2,0,0,2020-02-15
5325,尼泊尔,1,0,0,2020-02-15
5326,斯里兰卡,1,0,0,2020-02-15
5327,瑞典,1,0,0,2020-02-15
5328,菲律宾,3,1,1,2020-02-15
5329,比利时,1,0,0,2020-02-15
5330,柬埔寨,1,1,0,2020-02-15
5331,芬兰,1,1,0,2020-02-15
5332,江西省,913,210,1,2020-02-15
5333,广西壮族自治区,226,36,2,2020-02-14
5334,海南省,159,43,4,2020-02-14
5335,辽宁省,119,29,1,2020-02-14
5336,浙江省,1155,403,0,2020-02-14
5337,黑龙江省,419,47,11,2020-02-14
5338,广东省,1261,362,2,2020-02-14
5339,河南省,1184,357,11,2020-02-14
5340,安徽省,934,193,6,2020-02-14
5341,陕西省,230,54,0,2020-02-14
5342,云南省,162,36,0,2020-02-14
5343,新加坡,67,17,0,2020-02-14
5344,山东省,523,136,2,2020-02-14
5345,四川省,463,114,1,2020-02-14
5346,福建省,281,63,0,2020-02-14
5347,河北省,283,87,3,2020-02-14
5348,天津市,120,31,3,2020-02-14
5349,日本,253,9,1,2020-02-14
5350,韩国,28,7,0,2020-02-14
5351,马来西亚,19,3,0,2020-02-14
5352,德国,16,1,0,2020-02-14
5353,美国,15,3,0,2020-02-14
5354,越南,16,7,0,2020-02-14
5355,英国,9,0,0,2020-02-14
5356,加拿大,7,2,0,2020-02-14
5357,俄罗斯,2,2,0,2020-02-14
5358,湖北省,51986,3900,1318,2020-02-14
5359,江苏省,593,157,0,2020-02-14
5360,湖南省,988,364,2,2020-02-14
5361,香港,56,1,1,2020-02-14
5362,重庆市,532,139,5,2020-02-14
5363,北京市,372,80,3,2020-02-14
5364,山西省,126,38,0,2020-02-14
5365,上海市,318,90,1,2020-02-14
5366,台湾,18,2,0,2020-02-14
5367,内蒙古自治区,65,6,0,2020-02-14
5368,贵州省,140,28,1,2020-02-14
5369,宁夏回族自治区,67,24,0,2020-02-14
5370,江西省,900,187,1,2020-02-14
5371,新疆维吾尔自治区,65,6,1,2020-02-14
5372,吉林省,86,25,1,2020-02-14
5373,泰国,33,10,0,2020-02-14
5374,法国,11,0,0,2020-02-14
5375,澳大利亚,15,5,0,2020-02-14
5376,阿联酋,8,1,0,2020-02-14
5377,印度,3,0,0,2020-02-14
5378,意大利,3,0,0,2020-02-14
5379,西班牙,2,0,0,2020-02-14
5380,尼泊尔,1,0,0,2020-02-14
5381,斯里兰卡,1,0,0,2020-02-14
5382,瑞典,1,0,0,2020-02-14
5383,菲律宾,3,1,1,2020-02-14
5384,比利时,1,0,0,2020-02-14
5385,柬埔寨,1,1,0,2020-02-14
5386,芬兰,1,1,0,2020-02-14
5387,甘肃省,90,39,2,2020-02-13
5388,新疆维吾尔自治区,63,6,1,2020-02-13
5389,德国,16,1,0,2020-02-13
5390,香港,53,1,1,2020-02-13
5391,河南省,1169,296,10,2020-02-13
5392,越南,16,3,0,2020-02-13
5393,辽宁省,117,22,1,2020-02-13
5394,湖北省,48206,3459,1310,2020-02-13
5395,浙江省,1145,360,0,2020-02-13
5396,重庆市,525,128,3,2020-02-13
5397,北京市,366,69,3,2020-02-13
5398,澳门,10,3,0,2020-02-13
5399,广东省,1241,314,2,2020-02-13
5400,安徽省,910,157,5,2020-02-13
5401,山东省,509,105,2,2020-02-13
5402,四川省,451,104,1,2020-02-13
5403,吉林省,84,24,1,2020-02-13
5404,江西省,872,170,1,2020-02-13
5405,湖南省,968,339,2,2020-02-13
5406,江苏省,570,139,0,2020-02-13
5407,黑龙江省,395,33,9,2020-02-13
5408,上海市,315,62,1,2020-02-13
5409,河北省,265,68,3,2020-02-13
5410,广西壮族自治区,222,33,2,2020-02-13
5411,陕西省,229,46,0,2020-02-13
5412,云南省,156,27,0,2020-02-13
5413,海南省,157,30,4,2020-02-13
5414,贵州省,135,27,1,2020-02-13
5415,天津市,117,21,3,2020-02-13
5416,山西省,126,33,0,2020-02-13
5417,内蒙古自治区,61,6,0,2020-02-13
5418,日本,247,9,1,2020-02-13
5419,新加坡,58,15,0,2020-02-13
5420,泰国,33,10,0,2020-02-13
5421,韩国,28,7,0,2020-02-13
5422,马来西亚,19,3,0,2020-02-13
5423,澳大利亚,15,5,0,2020-02-13
5424,美国,14,3,0,2020-02-13
5425,法国,11,0,0,2020-02-13
5426,英国,9,0,0,2020-02-13
5427,阿联酋,8,1,0,2020-02-13
5428,加拿大,7,2,0,2020-02-13
5429,印度,3,0,0,2020-02-13
5430,意大利,3,0,0,2020-02-13
5431,菲律宾,3,1,1,2020-02-13
5432,俄罗斯,2,0,0,2020-02-13
5433,西班牙,2,0,0,2020-02-13
5434,尼泊尔,1,0,0,2020-02-13
5435,柬埔寨,1,1,0,2020-02-13
5436,斯里兰卡,1,0,0,2020-02-13
5437,芬兰,1,1,0,2020-02-13
5438,瑞典,1,0,0,2020-02-13
5439,比利时,1,0,0,2020-02-13
5440,福建省,279,57,0,2020-02-13
5441,青海省,18,11,0,2020-02-13
5442,宁夏回族自治区,64,24,0,2020-02-13
5443,台湾,18,1,0,2020-02-13
5444,西藏自治区,1,1,0,2020-02-13
5445,广西壮族自治区,222,32,1,2020-02-12
5446,天津市,112,11,2,2020-02-12
5447,甘肃省,86,29,2,2020-02-12
5448,日本,203,9,0,2020-02-12
5449,新加坡,47,9,0,2020-02-12
5450,泰国,33,10,0,2020-02-12
5451,韩国,28,4,0,2020-02-12
5452,马来西亚,18,3,0,2020-02-12
5453,德国,16,0,0,2020-02-12
5454,越南,15,3,0,2020-02-12
5455,澳大利亚,15,5,0,2020-02-12
5456,美国,13,3,0,2020-02-12
5457,法国,11,0,0,2020-02-12
5458,阿联酋,8,1,0,2020-02-12
5459,英国,8,0,0,2020-02-12
5460,加拿大,7,0,0,2020-02-12
5461,印度,3,0,0,2020-02-12
5462,意大利,3,0,0,2020-02-12
5463,菲律宾,3,1,1,2020-02-12
5464,俄罗斯,2,0,0,2020-02-12
5465,西班牙,2,0,0,2020-02-12
5466,尼泊尔,1,0,0,2020-02-12
5467,柬埔寨,1,1,0,2020-02-12
5468,斯里兰卡,1,0,0,2020-02-12
5469,芬兰,1,1,0,2020-02-12
5470,瑞典,1,0,0,2020-02-12
5471,比利时,1,0,0,2020-02-12
5472,湖北省,33366,2686,1068,2020-02-12
5473,河南省,1135,246,8,2020-02-12
5474,江苏省,543,125,0,2020-02-12
5475,黑龙江省,378,31,8,2020-02-12
5476,云南省,154,26,0,2020-02-12
5477,吉林省,83,22,1,2020-02-12
5478,辽宁省,116,20,1,2020-02-12
5479,湖南省,946,304,2,2020-02-12
5480,四川省,436,92,1,2020-02-12
5481,广东省,1219,275,1,2020-02-12
5482,福建省,272,53,0,2020-02-12
5483,山东省,497,92,2,2020-02-12
5484,河北省,251,54,2,2020-02-12
5485,陕西省,225,43,0,2020-02-12
5486,内蒙古自治区,60,6,0,2020-02-12
5487,宁夏回族自治区,58,24,0,2020-02-12
5488,浙江省,1131,321,0,2020-02-12
5489,安徽省,889,127,4,2020-02-12
5490,山西省,124,33,0,2020-02-12
5491,澳门,10,2,0,2020-02-12
5492,香港,50,1,1,2020-02-12
5493,贵州省,133,18,1,2020-02-12
5494,海南省,157,27,3,2020-02-12
5495,重庆市,509,87,3,2020-02-12
5496,上海市,311,57,1,2020-02-12
5497,青海省,18,9,0,2020-02-12
5498,西藏自治区,1,1,0,2020-02-12
5499,北京市,352,56,3,2020-02-12
5500,新疆维吾尔自治区,59,3,0,2020-02-12
5501,江西省,844,152,1,2020-02-12
5502,广西壮族自治区,215,33,1,2020-02-11
5503,甘肃省,86,24,2,2020-02-11
5504,海南省,144,20,3,2020-02-11
5505,天津市,105,10,2,2020-02-11
5506,湖北省,31728,2310,974,2020-02-11
5507,广东省,1177,212,1,2020-02-11
5508,河南省,1105,218,7,2020-02-11
5509,江西省,804,128,1,2020-02-11
5510,福建省,267,45,0,2020-02-11
5511,贵州省,127,17,1,2020-02-11
5512,浙江省,1117,270,0,2020-02-11
5513,湖南省,912,247,1,2020-02-11
5514,山西省,122,30,0,2020-02-11
5515,辽宁省,111,19,0,2020-02-11
5516,山东省,487,80,1,2020-02-11
5517,四川省,417,85,1,2020-02-11
5518,黑龙江省,360,28,8,2020-02-11
5519,河北省,239,48,2,2020-02-11
5520,青海省,18,5,0,2020-02-11
5521,日本,161,9,0,2020-02-11
5522,新加坡,45,7,0,2020-02-11
5523,泰国,32,10,0,2020-02-11
5524,韩国,28,3,0,2020-02-11
5525,马来西亚,18,3,0,2020-02-11
5526,越南,15,1,0,2020-02-11
5527,澳大利亚,15,3,0,2020-02-11
5528,德国,14,0,0,2020-02-11
5529,美国,13,0,0,2020-02-11
5530,法国,11,0,0,2020-02-11
5531,阿联酋,8,0,0,2020-02-11
5532,英国,8,0,0,2020-02-11
5533,加拿大,7,0,0,2020-02-11
5534,印度,3,0,0,2020-02-11
5535,意大利,3,0,0,2020-02-11
5536,菲律宾,3,0,1,2020-02-11
5537,俄罗斯,2,0,0,2020-02-11
5538,西班牙,2,0,0,2020-02-11
5539,尼泊尔,1,0,0,2020-02-11
5540,柬埔寨,1,0,0,2020-02-11
5541,斯里兰卡,1,0,0,2020-02-11
5542,芬兰,1,0,0,2020-02-11
5543,瑞典,1,0,0,2020-02-11
5544,比利时,1,0,0,2020-02-11
5545,宁夏回族自治区,53,22,0,2020-02-11
5546,香港,49,0,1,2020-02-11
5547,安徽省,860,105,4,2020-02-11
5548,云南省,153,20,0,2020-02-11
5549,新疆维吾尔自治区,55,3,0,2020-02-11
5550,重庆市,489,72,2,2020-02-11
5551,江苏省,515,93,0,2020-02-11
5552,吉林省,81,18,1,2020-02-11
5553,上海市,303,52,1,2020-02-11
5554,陕西省,219,32,0,2020-02-11
5555,北京市,342,48,3,2020-02-11
5556,天津市,95,8,1,2020-02-10
5557,浙江省,1092,242,0,2020-02-10
5558,吉林省,80,13,1,2020-02-10
5559,广西壮族自治区,210,24,1,2020-02-10
5560,福建省,261,39,0,2020-02-10
5561,江苏省,492,81,0,2020-02-10
5562,辽宁省,108,13,0,2020-02-10
5563,江西省,771,105,1,2020-02-10
5564,湖南省,879,208,1,2020-02-10
5565,河南省,1073,191,6,2020-02-10
5566,广东省,1159,167,1,2020-02-10
5567,湖北省,29631,1854,871,2020-02-10
5568,陕西省,213,30,0,2020-02-10
5569,重庆市,473,66,2,2020-02-10
5570,贵州省,109,10,1,2020-02-10
5571,日本,156,4,0,2020-02-10
5572,新加坡,43,2,0,2020-02-10
5573,泰国,32,10,0,2020-02-10
5574,韩国,27,3,0,2020-02-10
5575,马来西亚,18,1,0,2020-02-10
5576,澳大利亚,15,3,0,2020-02-10
5577,越南,14,1,0,2020-02-10
5578,德国,14,0,0,2020-02-10
5579,美国,12,0,0,2020-02-10
5580,法国,11,0,0,2020-02-10
5581,加拿大,7,0,0,2020-02-10
5582,阿联酋,7,0,0,2020-02-10
5583,印度,3,0,0,2020-02-10
5584,意大利,3,0,0,2020-02-10
5585,英国,3,0,0,2020-02-10
5586,菲律宾,3,0,1,2020-02-10
5587,俄罗斯,2,0,0,2020-02-10
5588,西班牙,2,0,0,2020-02-10
5589,尼泊尔,1,0,0,2020-02-10
5590,柬埔寨,1,0,0,2020-02-10
5591,斯里兰卡,1,0,0,2020-02-10
5592,芬兰,1,0,0,2020-02-10
5593,瑞典,1,0,0,2020-02-10
5594,比利时,1,0,0,2020-02-10
5595,香港,38,0,1,2020-02-10
5596,四川省,405,80,1,2020-02-10
5597,河北省,218,41,2,2020-02-10
5598,云南省,149,19,0,2020-02-10
5599,山东省,466,66,1,2020-02-10
5600,海南省,138,19,3,2020-02-10
5601,黑龙江省,331,30,7,2020-02-10
5602,安徽省,830,88,3,2020-02-10
5603,甘肃省,83,17,2,2020-02-10
5604,上海市,299,48,1,2020-02-10
5605,内蒙古自治区,58,5,0,2020-02-10
5606,北京市,337,44,2,2020-02-10
5607,宁夏回族自治区,49,13,0,2020-02-10
5608,新疆维吾尔自治区,49,0,0,2020-02-10
5609,山西省,119,25,0,2020-02-10
5610,广东省,1131,141,1,2020-02-09
5611,山东省,444,63,1,2020-02-09
5612,海南省,131,19,3,2020-02-09
5613,河北省,206,34,2,2020-02-09
5614,四川省,386,71,1,2020-02-09
5615,湖南省,838,186,1,2020-02-09
5616,辽宁省,107,12,0,2020-02-09
5617,重庆市,450,50,2,2020-02-09
5618,浙江省,1075,201,0,2020-02-09
5619,甘肃省,79,15,1,2020-02-09
5620,上海市,293,44,1,2020-02-09
5621,河南省,1033,153,6,2020-02-09
