index,provinceName,province_confirmedCount,province_curedCount,province_deadCount,updateTime
1654,波黑,64,0,0,2020-03-22
1655,马尔代夫,13,0,0,2020-03-22
1656,赤道几内亚,6,0,0,2020-03-22
1657,圭亚那,5,0,1,2020-03-22
1658,圣巴泰勒米岛,3,0,0,2020-03-22
1659,库拉索岛,3,0,0,2020-03-22
1660,毛里塔尼亚,2,0,0,2020-03-22
1661,圣卢西亚,2,0,0,2020-03-22
1662,苏丹,2,0,1,2020-03-22
1663,梵蒂冈,1,0,0,2020-03-22
1664,圣文森特和格林纳丁斯,1,0,0,2020-03-22
1665,安提瓜和巴布达,1,0,0,2020-03-22
1666,冈比亚,1,0,0,2020-03-22
1667,索马里,1,0,0,2020-03-22
1668,尼加拉瓜,1,0,0,2020-03-22
1669,萨尔瓦多,1,0,0,2020-03-22
1670,吉布提,1,0,0,2020-03-22
1671,斐济,1,0,0,2020-03-22
1672,尼泊尔,1,1,0,2020-03-22
1673,湖北省,67800,59433,3144,2020-03-22
1674,香港,317,100,4,2020-03-22
1675,台湾,169,28,2,2020-03-22
1676,山东省,766,750,7,2020-03-22
1677,北京市,514,400,8,2020-03-22
1678,广东省,1407,1329,8,2020-03-22
1679,上海市,394,328,4,2020-03-22
1680,浙江省,1237,1219,1,2020-03-22
1681,福建省,307,295,1,2020-03-22
1682,黑龙江省,484,466,13,2020-03-22
1683,四川省,543,536,3,2020-03-22
1684,河北省,319,310,6,2020-03-22
1685,江苏省,633,631,0,2020-03-22
1686,江西省,936,934,1,2020-03-22
1687,辽宁省,126,124,2,2020-03-22
1688,越南,94,17,0,2020-03-21
1689,尼日利亚,22,1,0,2020-03-21
1690,蒙古,10,0,0,2020-03-21
1691,加拿大,1146,11,12,2020-03-21
1692,马来西亚,1183,114,4,2020-03-21
1693,布基纳法索,40,5,2,2020-03-21
1694,阿联酋,153,38,2,2020-03-21
1695,日本,1054,215,36,2020-03-21
1696,黎巴嫩,206,1,4,2020-03-21
1697,俄罗斯,306,16,1,2020-03-21
1698,阿尔及利亚,102,12,9,2020-03-21
1699,荷兰,3631,0,136,2020-03-21
1700,菲律宾,307,13,19,2020-03-21
1701,多哥,16,1,0,2020-03-21
1702,利比里亚,3,0,0,2020-03-21
1703,台湾,153,28,2,2020-03-21
1704,北京市,504,396,8,2020-03-21
1705,广东省,1400,1325,8,2020-03-21
1706,上海市,380,327,3,2020-03-21
1707,意大利,47021,5129,4032,2020-03-21
1708,西班牙,24926,2125,1326,2020-03-21
1709,德国,20581,209,72,2020-03-21
1710,美国,19624,147,260,2020-03-21
1711,伊朗,20610,7635,1556,2020-03-21
1712,法国,12612,1587,450,2020-03-21
1713,中国,81457,71885,3261,2020-03-21
1714,韩国,8799,2612,102,2020-03-21
1715,瑞士,6113,3,56,2020-03-21
1716,英国,3983,79,177,2020-03-21
1717,比利时,2815,263,67,2020-03-21
1718,奥地利,2388,9,7,2020-03-21
1719,挪威,1939,0,7,2020-03-21
1720,瑞典,1650,17,16,2020-03-21
1721,葡萄牙,1280,3,12,2020-03-21
1722,丹麦,1255,1,9,2020-03-21
1723,澳大利亚,1051,27,7,2020-03-21
1724,巴西,904,0,11,2020-03-21
1725,以色列,883,15,1,2020-03-21
1726,捷克,833,4,0,2020-03-21
1727,爱尔兰,683,0,3,2020-03-21
1728,卢森堡,670,0,8,2020-03-21
1729,土耳其,670,0,9,2020-03-21
1730,巴基斯坦,510,2,3,2020-03-21
1731,希腊,495,19,8,2020-03-21
1732,卡塔尔,470,10,0,2020-03-21
1733,芬兰,450,1,0,2020-03-21
1734,智利,434,0,0,2020-03-21
1735,冰岛,409,0,0,2020-03-21
1736,波兰,425,13,5,2020-03-21
1737,印度尼西亚,450,9,38,2020-03-21
1738,沙特阿拉伯,392,16,0,2020-03-21
1739,泰国,411,44,1,2020-03-21
1740,厄瓜多尔,367,0,5,2020-03-21
1741,斯洛文尼亚,341,0,1,2020-03-21
1742,新加坡,432,140,2,2020-03-21
1743,爱沙尼亚,283,0,0,2020-03-21
1744,罗马尼亚,308,31,0,2020-03-21
1745,秘鲁,263,0,4,2020-03-21
1746,印度,283,23,5,2020-03-21
1747,钻石公主号邮轮,712,458,7,2020-03-21
1748,南非,240,0,0,2020-03-21
1749,埃及,285,39,8,2020-03-21
1750,巴林,306,100,1,2020-03-21
1751,墨西哥,203,1,2,2020-03-21
1752,巴拿马,200,0,1,2020-03-21
1753,哥伦比亚,158,0,0,2020-03-21
1754,阿根廷,158,1,3,2020-03-21
1755,科威特,176,27,0,2020-03-21
1756,塞尔维亚,149,0,1,2020-03-21
1757,伊拉克,208,49,17,2020-03-21
1758,斯洛伐克,137,0,1,2020-03-21
1759,亚美尼亚,136,1,0,2020-03-21
1760,克罗地亚,133,5,1,2020-03-21
1761,保加利亚,127,0,3,2020-03-21
1762,哥斯达黎加,113,0,2,2020-03-21
1763,拉脱维亚,111,0,0,2020-03-21
1764,圣马力诺,126,2,14,2020-03-21
1765,乌拉圭,110,0,0,2020-03-21
1766,匈牙利,103,7,4,2020-03-21
1767,安道尔,88,1,0,2020-03-21
1768,约旦,86,1,0,2020-03-21
1769,摩洛哥,86,2,3,2020-03-21
1770,文莱,83,2,0,2020-03-21
1771,斯里兰卡,77,1,0,2020-03-21
1772,塞浦路斯,75,0,0,2020-03-21
1773,法罗群岛,72,0,0,2020-03-21
1774,阿尔巴尼亚,70,0,2,2020-03-21
1775,北马其顿,67,0,0,2020-03-21
1776,摩尔多瓦,66,1,1,2020-03-21
1777,波黑,64,0,0,2020-03-21
1778,立陶宛,63,0,0,2020-03-21
1779,突尼斯,60,0,0,2020-03-21
1780,白俄罗斯,69,15,0,2020-03-21
1781,新西兰,53,0,0,2020-03-21
1782,马耳他,53,0,0,2020-03-21
1783,哈萨克斯坦,53,0,0,2020-03-21
1784,柬埔寨,47,1,0,2020-03-21
1785,格鲁吉亚,47,1,0,2020-03-21
1786,瓜德罗普岛,45,0,0,2020-03-21
1787,塞内加尔,47,5,0,2020-03-21
1788,委内瑞拉,42,0,0,2020-03-21
1789,阿曼,52,13,0,2020-03-21
1790,乌克兰,41,0,3,2020-03-21
1791,乌兹别克斯坦,37,0,0,2020-03-21
1792,巴勒斯坦,52,17,0,2020-03-21
1793,阿塞拜疆,44,10,1,2020-03-21
1794,多米尼加,34,0,2,2020-03-21
1795,马提尼克,32,0,0,2020-03-21
1796,喀麦隆,27,0,0,2020-03-21
1797,列支敦士登,25,0,0,2020-03-21
1798,阿富汗,24,0,0,2020-03-21
1799,洪都拉斯,24,0,0,2020-03-21
1800,古巴,21,0,1,2020-03-21
1801,孟加拉国,24,3,2,2020-03-21
1802,加纳,19,0,0,2020-03-21
1803,巴拉圭,18,0,0,2020-03-21
1804,刚果（金）,18,0,0,2020-03-21
1805,卢旺达,17,0,0,2020-03-21
1806,玻利维亚,15,0,0,2020-03-21
1807,法属圭亚那,15,0,0,2020-03-21
1808,留尼旺,15,0,0,2020-03-21
1809,牙买加,15,0,1,2020-03-21
1810,科特迪瓦,14,1,0,2020-03-21
1811,毛里求斯,14,0,1,2020-03-21
1812,马尔代夫,13,0,0,2020-03-21
1813,摩纳哥,12,0,0,2020-03-21
1814,泽西岛,12,0,0,2020-03-21
1815,关岛,12,0,0,2020-03-21
1816,吉尔吉斯斯坦,12,0,0,2020-03-21
1817,法属波利尼西亚,11,0,0,2020-03-21
1818,直布罗陀,10,0,0,2020-03-21
1819,黑山,10,0,0,2020-03-21
1820,特立尼达和多巴哥,9,0,0,2020-03-21
1821,埃塞俄比亚,9,0,0,2020-03-21
1822,危地马拉,9,0,1,2020-03-21
1823,肯尼亚,7,0,0,2020-03-21
1824,赤道几内亚,6,0,0,2020-03-21
1825,塞舌尔,6,0,0,2020-03-21
1826,波多黎各,6,0,0,2020-03-21
1827,坦桑尼亚,6,0,0,2020-03-21
1828,阿鲁巴,5,0,0,2020-03-21
1829,圭亚那,5,0,1,2020-03-21
1830,圣马丁岛,4,0,0,2020-03-21
1831,马约特,4,0,0,2020-03-21
1832,加蓬,4,0,1,2020-03-21
1833,纳米比亚,3,0,0,2020-03-21
1834,巴哈马,3,0,0,2020-03-21
1835,中非共和国,3,0,0,2020-03-21
1836,刚果（布）,3,0,0,2020-03-21
1837,圣巴泰勒米岛,3,0,0,2020-03-21
1838,库拉索岛,3,0,0,2020-03-21
1839,美属维尔京群岛,3,0,0,2020-03-21
1840,马达加斯加,3,0,0,2020-03-21
1841,开曼群岛,3,0,1,2020-03-21
1842,不丹,2,0,0,2020-03-21
1843,苏里南,2,0,0,2020-03-21
1844,几内亚,2,0,0,2020-03-21
1845,毛里塔尼亚,2,0,0,2020-03-21
1846,格陵兰,2,0,0,2020-03-21
1847,圣卢西亚,2,0,0,2020-03-21
1848,贝宁,2,0,0,2020-03-21
1849,巴巴多斯,2,0,0,2020-03-21
1850,赞比亚共和国,2,0,0,2020-03-21
1851,津巴布韦,2,0,0,2020-03-21
1852,新喀里多尼亚,2,0,0,2020-03-21
1853,百慕大,2,0,0,2020-03-21
1854,安哥拉,2,0,0,2020-03-21
1855,海地,2,0,0,2020-03-21
1856,苏丹,2,0,1,2020-03-21
1857,梵蒂冈,1,0,0,2020-03-21
1858,根西岛,1,0,0,2020-03-21
1859,圣文森特和格林纳丁斯,1,0,0,2020-03-21
1860,斯威士兰,1,0,0,2020-03-21
1861,安提瓜和巴布达,1,0,0,2020-03-21
1862,冈比亚,1,0,0,2020-03-21
1863,索马里,1,0,0,2020-03-21
1864,尼加拉瓜,1,0,0,2020-03-21
1865,萨尔瓦多,1,0,0,2020-03-21
1866,吉布提,1,0,0,2020-03-21
1867,斐济,1,0,0,2020-03-21
1868,尼日尔,1,0,0,2020-03-21
1869,马恩岛,1,0,0,2020-03-21
1870,乍得,1,0,0,2020-03-21
1871,东帝汶,1,0,0,2020-03-21
1872,尼泊尔,1,1,0,2020-03-21
1873,湖北省,67800,58946,3139,2020-03-21
1874,香港,273,98,4,2020-03-21
1875,浙江省,1236,1219,1,2020-03-21
1876,甘肃省,134,113,2,2020-03-21
1877,山东省,764,749,7,2020-03-21
1878,福建省,303,295,1,2020-03-21
1879,陕西省,248,239,3,2020-03-21
1880,四川省,542,536,3,2020-03-21
1881,加拿大,923,11,12,2020-03-20
1882,意大利,41035,4440,3405,2020-03-20
1883,西班牙,19980,1588,1002,2020-03-20
1884,德国,15439,135,44,2020-03-20
1885,美国,14250,121,208,2020-03-20
1886,伊朗,19644,6745,1433,2020-03-20
1887,法国,10995,1300,372,2020-03-20
1888,韩国,8652,2233,100,2020-03-20
1889,瑞士,3888,3,39,2020-03-20
1890,英国,3269,79,144,2020-03-20
1891,荷兰,2994,0,106,2020-03-20
1892,比利时,2257,1,37,2020-03-20
1893,奥地利,2013,9,4,2020-03-20
1894,挪威,1758,0,7,2020-03-20
1895,瑞典,1423,1,11,2020-03-20
1896,丹麦,1226,1,6,2020-03-20
1897,马来西亚,1030,87,3,2020-03-20
1898,澳大利亚,877,27,7,2020-03-20
1899,日本,969,157,34,2020-03-20
1900,捷克,774,3,0,2020-03-20
1901,以色列,705,14,0,2020-03-20
1902,葡萄牙,642,3,2,2020-03-20
1903,巴西,621,0,7,2020-03-20
1904,爱尔兰,557,0,2,2020-03-20
1905,卢森堡,484,0,4,2020-03-20
1906,卡塔尔,452,4,0,2020-03-20
1907,希腊,464,14,5,2020-03-20
1908,巴基斯坦,448,2,2,2020-03-20
1909,芬兰,400,1,0,2020-03-20
1910,土耳其,359,0,4,2020-03-20
1911,智利,342,0,0,2020-03-20
1912,波兰,355,13,5,2020-03-20
1913,冰岛,330,0,0,2020-03-20
1914,印度尼西亚,369,9,32,2020-03-20
1915,斯洛文尼亚,286,0,1,2020-03-20
1916,泰国,322,43,1,2020-03-20
1917,沙特阿拉伯,274,6,0,2020-03-20
1918,爱沙尼亚,267,0,0,2020-03-20
1919,新加坡,385,124,0,2020-03-20
1920,厄瓜多尔,260,0,3,2020-03-20
1921,罗马尼亚,277,25,0,2020-03-20
1922,钻石公主号邮轮,712,458,7,2020-03-20
1923,俄罗斯,253,8,1,2020-03-20
1924,秘鲁,234,0,1,2020-03-20
1925,埃及,256,28,6,2020-03-20
1926,菲律宾,230,7,18,2020-03-20
1927,印度,223,15,5,2020-03-20
1928,南非,202,0,0,2020-03-20
1929,巴林,285,100,1,2020-03-20
1930,墨西哥,164,1,1,2020-03-20
1931,黎巴嫩,163,1,4,2020-03-20
1932,科威特,159,12,0,2020-03-20
1933,亚美尼亚,136,1,0,2020-03-20
1934,巴拿马,135,0,1,2020-03-20
1935,伊拉克,192,49,13,2020-03-20
1936,哥伦比亚,128,0,0,2020-03-20
1937,阿根廷,128,1,3,2020-03-20
1938,斯洛伐克,123,0,1,2020-03-20
1939,塞尔维亚,118,0,0,2020-03-20
1940,阿联酋,140,31,0,2020-03-20
1941,保加利亚,107,0,2,2020-03-20
1942,克罗地亚,102,5,1,2020-03-20
1943,乌拉圭,94,0,0,2020-03-20
1944,圣马力诺,109,2,14,2020-03-20
1945,哥斯达黎加,87,0,1,2020-03-20
1946,拉脱维亚,86,0,0,2020-03-20
1947,匈牙利,85,2,1,2020-03-20
1948,文莱,78,1,0,2020-03-20
1949,安道尔,75,1,0,2020-03-20
1950,阿尔及利亚,90,12,6,2020-03-20
1951,越南,87,17,0,2020-03-20
1952,斯里兰卡,71,1,0,2020-03-20
1953,约旦,70,1,0,2020-03-20
1954,北马其顿,67,0,0,2020-03-20
1955,塞浦路斯,67,0,0,2020-03-20
1956,波黑,64,0,0,2020-03-20
1957,摩洛哥,66,2,3,2020-03-20
1958,法罗群岛,58,0,0,2020-03-20
1959,阿尔巴尼亚,59,0,2,2020-03-20
1960,白俄罗斯,69,15,0,2020-03-20
1961,哈萨克斯坦,49,0,0,2020-03-20
1962,马耳他,48,0,0,2020-03-20
1963,摩尔多瓦,49,1,1,2020-03-20
1964,巴勒斯坦,47,0,0,2020-03-20
1965,格鲁吉亚,43,1,0,2020-03-20
1966,委内瑞拉,42,0,0,2020-03-20
1967,立陶宛,41,0,0,2020-03-20
1968,新西兰,39,0,0,2020-03-20
1969,突尼斯,39,0,0,2020-03-20
1970,塞内加尔,38,2,0,2020-03-20
1971,阿曼,48,13,0,2020-03-20
1972,柬埔寨,35,1,0,2020-03-20
1973,多米尼加,34,0,1,2020-03-20
1974,乌兹别克斯坦,33,0,0,2020-03-20
1975,瓜德罗普岛,33,0,0,2020-03-20
1976,布基纳法索,33,0,1,2020-03-20
1977,阿塞拜疆,34,6,1,2020-03-20
1978,列支敦士登,25,0,0,2020-03-20
1979,阿富汗,24,0,0,2020-03-20
1980,洪都拉斯,24,0,0,2020-03-20
1981,乌克兰,26,0,3,2020-03-20
1982,马提尼克,23,0,0,2020-03-20
1983,喀麦隆,21,0,0,2020-03-20
1984,刚果（金）,18,0,0,2020-03-20
1985,孟加拉国,20,3,1,2020-03-20
1986,加纳,16,0,0,2020-03-20
1987,古巴,16,0,1,2020-03-20
1988,牙买加,15,0,1,2020-03-20
1989,马尔代夫,13,0,0,2020-03-20
1990,玻利维亚,12,0,0,2020-03-20
1991,泽西岛,12,0,0,2020-03-20
1992,留尼旺,12,0,0,2020-03-20
1993,尼日利亚,12,1,0,2020-03-20
1994,摩纳哥,11,0,0,2020-03-20
1995,巴拉圭,11,0,0,2020-03-20
1996,法属圭亚那,11,0,0,2020-03-20
1997,卢旺达,11,0,0,2020-03-20
1998,黑山,10,0,0,2020-03-20
1999,埃塞俄比亚,9,0,0,2020-03-20
2000,多哥,9,1,0,2020-03-20
2001,科特迪瓦,9,1,0,2020-03-20
2002,直布罗陀,8,0,0,2020-03-20
2003,特立尼达和多巴哥,7,0,0,2020-03-20
2004,肯尼亚,7,0,0,2020-03-20
2005,毛里求斯,7,0,0,2020-03-20
2006,赤道几内亚,6,0,0,2020-03-20
2007,塞舌尔,6,0,0,2020-03-20
2008,坦桑尼亚,6,0,0,2020-03-20
2009,吉尔吉斯斯坦,6,0,0,2020-03-20
2010,危地马拉,6,0,1,2020-03-20
2011,蒙古,5,0,0,2020-03-20
2012,波多黎各,5,0,0,2020-03-20
2013,关岛,5,0,0,2020-03-20
2014,圭亚那,5,0,1,2020-03-20
2015,圣马丁岛,4,0,0,2020-03-20
2016,阿鲁巴,4,0,0,2020-03-20
2017,加蓬,4,0,1,2020-03-20
2018,法属波利尼西亚,3,0,0,2020-03-20
2019,巴哈马,3,0,0,2020-03-20
2020,中非共和国,3,0,0,2020-03-20
2021,刚果（布）,3,0,0,2020-03-20
2022,马约特,3,0,0,2020-03-20
2023,圣巴泰勒米岛,3,0,0,2020-03-20
2024,库拉索岛,3,0,0,2020-03-20
2025,苏里南,2,0,0,2020-03-20
2026,纳米比亚,2,0,0,2020-03-20
2027,几内亚,2,0,0,2020-03-20
2028,毛里塔尼亚,2,0,0,2020-03-20
2029,格陵兰,2,0,0,2020-03-20
2030,圣卢西亚,2,0,0,2020-03-20
2031,利比里亚,2,0,0,2020-03-20
2032,美属维尔京群岛,2,0,0,2020-03-20
2033,巴巴多斯,2,0,0,2020-03-20
2034,赞比亚共和国,2,0,0,2020-03-20
2035,苏丹,2,0,1,2020-03-20
2036,不丹,1,0,0,2020-03-20
2037,梵蒂冈,1,0,0,2020-03-20
2038,根西岛,1,0,0,2020-03-20
2039,圣文森特和格林纳丁斯,1,0,0,2020-03-20
2040,斯威士兰,1,0,0,2020-03-20
2041,安提瓜和巴布达,1,0,0,2020-03-20
2042,冈比亚,1,0,0,2020-03-20
2043,贝宁,1,0,0,2020-03-20
2044,索马里,1,0,0,2020-03-20
2045,尼加拉瓜,1,0,0,2020-03-20
2046,萨尔瓦多,1,0,0,2020-03-20
2047,吉布提,1,0,0,2020-03-20
2048,斐济,1,0,0,2020-03-20
2049,尼日尔,1,0,0,2020-03-20
2050,马恩岛,1,0,0,2020-03-20
2051,尼泊尔,1,1,0,2020-03-20
2052,开曼群岛,1,0,1,2020-03-20
2053,台湾,135,26,2,2020-03-20
2054,中国,81385,71292,3255,2020-03-20
2055,香港,256,98,4,2020-03-20
2056,广东省,1395,1323,8,2020-03-20
2057,湖北省,67800,58382,3133,2020-03-20
2058,北京市,491,390,8,2020-03-20
2059,上海市,371,326,3,2020-03-20
2060,甘肃省,134,98,2,2020-03-20
2061,浙江省,1234,1219,1,2020-03-20
2062,黑龙江省,484,463,13,2020-03-20
2063,山东省,762,748,7,2020-03-20
2064,陕西省,247,237,3,2020-03-20
2065,福建省,299,295,1,2020-03-20
2066,四川省,541,536,3,2020-03-20
2067,广西壮族自治区,254,250,2,2020-03-20
2068,辽宁省,126,122,2,2020-03-20
2069,天津市,137,133,3,2020-03-20
2070,意大利,37178,4025,2978,2020-03-19
2071,德国,13979,135,28,2020-03-19
2072,瑞士,3438,3,39,2020-03-19
2073,日本,956,157,33,2020-03-19
2074,美国,10259,106,153,2020-03-19
2075,亚美尼亚,122,1,0,2020-03-19
2076,西班牙,17147,1081,767,2020-03-19
2077,伊朗,18407,5979,1284,2020-03-19
2078,法国,9134,602,264,2020-03-19
2079,韩国,8565,1947,91,2020-03-19
2080,英国,2626,65,104,2020-03-19
2081,荷兰,2460,0,58,2020-03-19
2082,比利时,1795,1,14,2020-03-19
2083,奥地利,1646,9,4,2020-03-19
2084,挪威,1562,0,6,2020-03-19
2085,瑞典,1279,1,10,2020-03-19
2086,丹麦,1057,1,4,2020-03-19
2087,马来西亚,900,60,2,2020-03-19
2088,加拿大,727,10,9,2020-03-19
2089,葡萄牙,642,3,1,2020-03-19
2090,澳大利亚,636,27,6,2020-03-19
2091,捷克,572,3,0,2020-03-19
2092,以色列,529,5,0,2020-03-19
2093,巴西,514,0,4,2020-03-19
2094,卡塔尔,452,4,0,2020-03-19
2095,希腊,418,14,5,2020-03-19
2096,爱尔兰,366,0,2,2020-03-19
2097,芬兰,359,1,0,2020-03-19
2098,卢森堡,335,0,4,2020-03-19
2099,巴基斯坦,301,2,2,2020-03-19
2100,印度尼西亚,309,9,19,2020-03-19
2101,斯洛文尼亚,275,0,1,2020-03-19
2102,波兰,287,13,5,2020-03-19
2103,爱沙尼亚,258,0,0,2020-03-19
2104,冰岛,250,0,0,2020-03-19
2105,钻石公主号邮轮,712,458,7,2020-03-19
2106,智利,238,0,0,2020-03-19
2107,沙特阿拉伯,238,6,0,2020-03-19
2108,泰国,272,42,1,2020-03-19
2109,新加坡,345,117,0,2020-03-19
2110,罗马尼亚,217,3,0,2020-03-19
2111,菲律宾,217,7,17,2020-03-19
2112,俄罗斯,199,8,1,2020-03-19
2113,土耳其,191,0,2,2020-03-19
2114,埃及,210,28,6,2020-03-19
2115,巴林,269,100,1,2020-03-19
2116,印度,173,14,4,2020-03-19
2117,厄瓜多尔,155,0,2,2020-03-19
2118,黎巴嫩,149,1,3,2020-03-19
2119,秘鲁,145,0,0,2020-03-19
2120,科威特,148,12,0,2020-03-19
2121,伊拉克,177,49,12,2020-03-19
2122,墨西哥,118,1,1,2020-03-19
2123,南非,116,0,0,2020-03-19
2124,阿联酋,140,31,0,2020-03-19
2125,巴拿马,109,0,1,2020-03-19
2126,斯洛伐克,105,0,1,2020-03-19
2127,哥伦比亚,102,0,0,2020-03-19
2128,阿根廷,97,1,2,2020-03-19
2129,圣马力诺,109,2,14,2020-03-19
2130,保加利亚,92,0,2,2020-03-19
2131,塞尔维亚,89,0,0,2020-03-19
2132,乌拉圭,79,0,0,2020-03-19
2133,文莱,73,0,0,2020-03-19
2134,拉脱维亚,71,0,0,2020-03-19
2135,匈牙利,73,2,1,2020-03-19
2136,哥斯达黎加,69,0,1,2020-03-19
2137,阿尔及利亚,82,12,5,2020-03-19
2138,克罗地亚,69,4,0,2020-03-19
2139,越南,75,16,0,2020-03-19
2140,斯里兰卡,60,1,0,2020-03-19
2141,阿尔巴尼亚,59,0,1,2020-03-19
2142,塞浦路斯,58,0,0,2020-03-19
2143,约旦,57,1,0,2020-03-19
2144,摩洛哥,58,1,2,2020-03-19
2145,安道尔,54,1,0,2020-03-19
2146,白俄罗斯,51,3,0,2020-03-19
2147,法罗群岛,47,0,0,2020-03-19
2148,巴勒斯坦,44,0,0,2020-03-19
2149,哈萨克斯坦,44,0,0,2020-03-19
2150,格鲁吉亚,40,0,0,2020-03-19
2151,突尼斯,39,0,0,2020-03-19
2152,马耳他,38,0,0,2020-03-19
2153,北马其顿,35,0,0,2020-03-19
2154,塞内加尔,36,2,0,2020-03-19
2155,摩尔多瓦,36,1,1,2020-03-19
2156,柬埔寨,35,1,0,2020-03-19
2157,立陶宛,33,0,0,2020-03-19
2158,委内瑞拉,33,0,0,2020-03-19
2159,新西兰,28,0,0,2020-03-19
2160,阿曼,39,12,0,2020-03-19
2161,阿塞拜疆,34,6,1,2020-03-19
2162,布基纳法索,27,0,1,2020-03-19
2163,波黑,24,0,0,2020-03-19
2164,乌兹别克斯坦,23,0,0,2020-03-19
2165,阿富汗,22,0,0,2020-03-19
2166,多米尼加,21,0,1,2020-03-19
2167,瓜德罗普岛,18,0,0,2020-03-19
2168,马提尼克,16,0,0,2020-03-19
2169,乌克兰,16,0,2,2020-03-19
2170,牙买加,15,0,1,2020-03-19
2171,刚果（金）,14,0,0,2020-03-19
2172,孟加拉国,17,3,1,2020-03-19
2173,喀麦隆,13,0,0,2020-03-19
2174,马尔代夫,13,0,0,2020-03-19
2175,尼日利亚,12,1,0,2020-03-19
2176,玻利维亚,11,0,0,2020-03-19
2177,卢旺达,11,0,0,2020-03-19
2178,古巴,11,0,1,2020-03-19
2179,摩纳哥,9,0,0,2020-03-19
2180,巴拉圭,9,0,0,2020-03-19
2181,洪都拉斯,9,0,0,2020-03-19
2182,加纳,9,0,0,2020-03-19
2183,留尼旺,9,0,0,2020-03-19
2184,科特迪瓦,9,1,0,2020-03-19
2185,列支敦士登,7,0,0,2020-03-19
2186,肯尼亚,7,0,0,2020-03-19
2187,法属圭亚那,7,0,0,2020-03-19
2188,埃塞俄比亚,6,0,0,2020-03-19
2189,坦桑尼亚,6,0,0,2020-03-19
2190,危地马拉,6,0,1,2020-03-19
2191,特立尼达和多巴哥,5,0,0,2020-03-19
2192,泽西岛,5,0,0,2020-03-19
2193,波多黎各,5,0,0,2020-03-19
2194,蒙古,4,0,0,2020-03-19
2195,赤道几内亚,4,0,0,2020-03-19
2196,塞舌尔,4,0,0,2020-03-19
2197,圭亚那,4,0,1,2020-03-19
2198,加蓬,3,0,0,2020-03-19
2199,直布罗陀,3,0,0,2020-03-19
2200,法属波利尼西亚,3,0,0,2020-03-19
2201,刚果（布）,3,0,0,2020-03-19
2202,圣巴泰勒米岛,3,0,0,2020-03-19
2203,库拉索岛,3,0,0,2020-03-19
2204,关岛,3,0,0,2020-03-19
2205,吉尔吉斯斯坦,3,0,0,2020-03-19
2206,圣马丁岛,2,0,0,2020-03-19
2207,纳米比亚,2,0,0,2020-03-19
2208,圣卢西亚,2,0,0,2020-03-19
2209,利比里亚,2,0,0,2020-03-19
2210,黑山,2,0,0,2020-03-19
2211,美属维尔京群岛,2,0,0,2020-03-19
2212,阿鲁巴,2,0,0,2020-03-19
2213,巴巴多斯,2,0,0,2020-03-19
2214,赞比亚共和国,2,0,0,2020-03-19
2215,苏丹,2,0,1,2020-03-19
2216,不丹,1,0,0,2020-03-19
2217,梵蒂冈,1,0,0,2020-03-19
2218,多哥,1,0,0,2020-03-19
2219,根西岛,1,0,0,2020-03-19
2220,苏里南,1,0,0,2020-03-19
2221,圣文森特和格林纳丁斯,1,0,0,2020-03-19
2222,几内亚,1,0,0,2020-03-19
2223,毛里塔尼亚,1,0,0,2020-03-19
2224,斯威士兰,1,0,0,2020-03-19
2225,安提瓜和巴布达,1,0,0,2020-03-19
2226,巴哈马,1,0,0,2020-03-19
2227,中非共和国,1,0,0,2020-03-19
2228,马约特,1,0,0,2020-03-19
2229,格陵兰,1,0,0,2020-03-19
2230,冈比亚,1,0,0,2020-03-19
2231,贝宁,1,0,0,2020-03-19
2232,索马里,1,0,0,2020-03-19
2233,尼泊尔,1,1,0,2020-03-19
2234,开曼群岛,1,0,1,2020-03-19
2235,中国,81263,70561,3250,2020-03-19
2236,甘肃省,134,91,2,2020-03-19
2237,尼加拉瓜,1,0,0,2020-03-19
2238,萨尔瓦多,1,0,0,2020-03-19
2239,吉布提,1,0,0,2020-03-19
2240,斐济,1,0,0,2020-03-19
2241,毛里求斯,3,0,0,2020-03-19
2242,四川省,540,536,3,2020-03-19
2243,湖北省,67800,57682,3130,2020-03-19
2244,香港,208,95,4,2020-03-19
2245,浙江省,1234,1217,1,2020-03-19
2246,台湾,108,26,1,2020-03-19
2247,北京市,480,380,8,2020-03-19
2248,黑龙江省,483,460,13,2020-03-19
2249,广东省,1378,1318,8,2020-03-19
2250,山东省,761,747,7,2020-03-19
2251,内蒙古自治区,75,74,1,2020-03-19
2252,上海市,363,326,3,2020-03-19
2253,澳门,17,10,0,2020-03-19
2254,安道尔,40,1,0,2020-03-18
2255,日本,919,157,31,2020-03-18
2256,以色列,433,5,0,2020-03-18
2257,伊拉克,164,43,12,2020-03-18
2258,英国,2626,52,60,2020-03-18
2259,布基纳法索,20,0,1,2020-03-18
2260,西班牙,13716,1081,598,2020-03-18
2261,德国,11312,135,26,2020-03-18
2262,伊朗,17361,5710,1135,2020-03-18
2263,韩国,8413,1540,84,2020-03-18
2264,比利时,1486,1,14,2020-03-18
2265,挪威,1452,0,3,2020-03-18
2266,奥地利,1332,6,3,2020-03-18
2267,马来西亚,790,60,2,2020-03-18
2268,加拿大,595,10,8,2020-03-18
2269,澳大利亚,556,27,5,2020-03-18
2270,巴西,291,0,1,2020-03-18
2271,斯洛文尼亚,275,0,1,2020-03-18
2272,巴基斯坦,237,1,0,2020-03-18
2273,爱沙尼亚,225,0,0,2020-03-18
